spkid,H,diameter,e,a,q,i,ad,albedo,spec_B,main_class
20000348,9.61,82.82,0.072,2.967,2.754,9.76,3.18,0.0448,X,X-type
20000359,9.45,43.89,0.1561,2.729,2.303,6.77,3.16,0.2621,X,X-type
20000363,9.08,97.0,0.0731,2.746,2.545,5.95,2.95,0.059,X,X-type
20000375,7.5,216.0,0.1026,3.128,2.807,15.94,3.45,0.037,Xc,X-type
20000393,8.44,116.191,0.3306,2.783,1.863,14.86,3.7,0.022,Xc,X-type
20000399,8.94,39.566,0.0768,3.052,2.817,13.11,3.29,0.311,X,X-type
20000409,7.68,171.012,0.0731,2.575,2.387,11.29,2.76,0.054,Xc,X-type
20000413,10.08,34.242,0.3421,2.584,1.7,18.73,3.47,0.129,X,X-type
20000476,8.71,138.493,0.0749,2.649,2.45,10.93,2.85,0.035,X,X-type
20000504,10.16,30.438,0.2158,2.723,2.136,12.9,3.31,0.239,X,X-type
20000507,9.24,45.17,0.1023,3.152,2.83,9.5,3.47,0.198,X,X-type
20000516,8.38,65.144,0.2755,2.677,1.94,12.95,3.42,0.202,X,X-type
20000523,10.04,31.89,0.18,2.965,2.431,4.31,3.5,0.2512,X,X-type
20000564,10.48,52.01,0.2761,2.747,1.989,17.98,3.51,0.05,Xc,X-type
20000570,8.9,87.486,0.1185,3.423,3.017,1.82,3.83,0.069,T,C-type
20000578,9.57,69.29,0.1928,2.755,2.224,6.14,3.29,0.0769,Xc,X-type
20000596,8.96,159.726,0.1604,2.936,2.465,14.67,3.41,0.04,T,C-type
20000598,9.69,78.237,0.2512,2.759,2.066,12.23,3.45,0.044,X,X-type
20000604,9.6,64.536,0.1923,3.155,2.549,4.42,3.76,0.09,Xc,X-type
20000626,9.19,73.236,0.2418,2.575,1.952,25.37,3.2,0.032,Xc,X-type
20000627,9.9,38.018,0.0609,2.903,2.727,6.47,3.08,0.047,X,X-type
20000629,10.08,35.087,0.1605,3.132,2.629,9.24,3.63,0.14,X,X-type
20000634,9.93,74.017,0.1808,3.051,2.499,12.29,3.6,0.043,X,X-type
20000678,9.39,39.585,0.2204,2.572,2.005,6.1,3.14,0.344,X,X-type
20000687,11.64,21.533,0.2716,2.724,1.984,14.87,3.46,0.079,X,X-type
20000712,8.59,124.125,0.1851,2.577,2.1,12.76,3.05,0.039,X,X-type
20000715,10.08,25.458,0.0856,2.767,2.531,13.82,3.0,0.273,X,X-type
20000718,9.73,70.911,0.1954,3.063,2.465,6.92,3.66,0.042,X,X-type
20000739,8.88,104.517,0.143,2.737,2.346,20.66,3.13,0.051,X,X-type
20000741,10.09,29.64,0.0668,2.721,2.539,8.42,2.9,0.1391,X,X-type
20000759,10.86,52.926,0.2056,2.62,2.081,19.9,3.16,0.036,X,X-type
20000771,10.48,29.322,0.2477,2.652,1.995,14.89,3.31,0.123,X,X-type
20000773,9.15,91.672,0.0784,2.86,2.636,16.66,3.08,0.048,T,C-type
20000779,7.97,80.572,0.2265,2.665,2.062,14.57,3.27,0.157,X,X-type
20000781,9.53,72.927,0.1198,3.214,2.829,19.14,3.6,0.048,Xc,X-type
20000789,11.37,22.483,0.1469,2.686,2.292,10.78,3.08,0.153,X,X-type
20000792,10.19,61.804,0.1314,2.623,2.279,8.63,2.97,0.024,X,X-type
20000796,9.34,43.58,0.3195,2.636,1.794,19.05,3.48,0.209,X,X-type
20000844,9.82,42.154,0.0693,3.201,2.979,8.78,3.42,0.173,X,X-type
20000860,10.07,34.561,0.1087,2.795,2.491,13.3,3.1,0.116,X,X-type
20000866,9.7,78.061,0.0522,3.125,2.962,8.66,3.29,0.046,X,X-type
20000872,10.12,34.431,0.0804,2.73,2.511,7.39,2.95,0.165,X,X-type
20000924,9.62,85.49,0.1532,2.939,2.489,8.99,3.39,0.0432,X,X-type
20000941,11.48,18.217,0.1962,2.783,2.237,6.63,3.33,0.128,X,X-type
20000961,11.57,36.571,0.0937,2.692,2.439,10.99,2.94,0.036,X,X-type
20000965,10.19,60.857,0.2767,3.163,2.288,21.43,4.04,0.029,Xc,X-type
20001015,9.47,82.35,0.0891,3.204,2.919,9.45,3.49,0.048,Xc,X-type
20001022,10.44,34.297,0.1726,2.806,2.322,21.05,3.29,0.125,X,X-type
20001032,10.33,65.658,0.141,3.13,2.689,9.48,3.57,0.042,X,X-type
20001039,11.67,33.853,0.0611,2.679,2.516,4.55,2.84,0.053,X,X-type
20001107,9.57,79.079,0.1192,3.189,2.809,7.07,3.57,0.066,Xc,X-type
20001114,10.13,75.631,0.0719,3.095,2.873,10.72,3.32,0.031,Xc,X-type
20001181,11.39,20.492,0.1934,2.665,2.15,5.59,3.18,0.106,X,X-type
20001187,11.64,32.348,0.2238,2.639,2.048,10.7,3.23,0.051,X,X-type
20001196,10.23,25.274,0.1806,2.651,2.173,17.68,3.13,0.218,X,X-type
20001201,11.57,35.825,0.039,2.698,2.593,7.0,2.8,0.037,Xc,X-type
20001212,9.63,76.387,0.1899,3.948,3.198,7.59,4.7,0.046,X,X-type
20001222,11.21,25.781,0.2497,2.794,2.096,19.59,3.49,0.202,X,X-type
20001251,10.94,13.239,0.1559,2.718,2.294,6.05,3.14,0.636,X,X-type
20001263,10.19,49.29,0.1871,2.666,2.168,29.25,3.17,0.0459,Xc,X-type
20001304,9.2,43.613,0.1226,3.192,2.801,18.98,3.58,0.337,X,X-type
20001323,9.91,78.295,0.1503,3.219,2.735,18.94,3.7,0.018,Xc,X-type
20001327,12.16,22.318,0.1627,2.779,2.327,5.82,3.23,0.027,X,X-type
20001352,11.2,19.979,0.0634,2.779,2.603,3.76,2.96,0.149,X,X-type
20001407,11.07,20.31,0.2842,2.761,1.977,5.83,3.55,0.187,X,X-type
20001420,12.02,20.524,0.0783,2.747,2.532,3.49,2.96,0.047,X,X-type
20001424,10.01,64.691,0.0559,3.191,3.013,9.16,3.37,0.03,X,X-type
20001428,10.3,52.464,0.1418,2.808,2.41,17.31,3.21,0.038,Xc,X-type
20001471,11.18,28.719,0.1197,2.716,2.391,13.6,3.04,0.085,T,C-type
20001490,12.19,14.844,0.1553,2.353,1.987,10.03,2.72,0.068,Xc,X-type
20001493,12.12,28.905,0.2011,2.43,1.941,2.58,2.92,0.034,Xc,X-type
20001502,11.52,35.518,0.088,2.734,2.493,4.09,2.97,0.034,Xc,X-type
20001517,11.43,39.524,0.0436,2.717,2.598,5.27,2.84,0.05,X,X-type
20001541,11.59,22.0,0.069,2.767,2.577,4.87,2.96,0.14,Xc,X-type
20001592,12.02,13.855,0.3048,2.767,1.924,13.53,3.61,0.211,X,X-type
20001604,10.7,32.33,0.1048,3.021,2.704,9.39,3.34,0.1038,Xc,X-type
20001638,11.67,19.094,0.1911,2.747,2.222,0.3,3.27,0.122,X,X-type
20001653,11.62,9.01,0.3226,2.612,1.769,4.07,3.45,0.599,X,X-type
20001715,12.34,24.165,0.241,2.398,1.82,11.47,2.98,0.044,X,X-type
20001847,11.21,17.427,0.019,2.612,2.562,11.15,2.66,0.232,Xc,X-type
20001860,11.71,16.8,0.2029,2.565,2.045,9.92,3.09,0.152,X,X-type
20001891,12.18,11.588,0.0708,2.705,2.514,11.5,2.9,0.208,X,X-type
20001929,12.95,7.772,0.076,2.362,2.183,7.77,2.54,0.393,V,S-type
20001981,15.28,3.4,0.6505,1.776,0.621,39.82,2.93,0.3719657142857143,V,S-type
20001998,12.33,14.242,0.0648,2.418,2.262,7.62,2.58,0.126,Xc,X-type
20002045,12.21,9.664,0.0547,2.38,2.25,6.9,2.51,0.249,V,S-type
20002065,12.48,16.721,0.2325,2.701,2.073,6.43,3.33,0.062,Xc,X-type
20002073,13.05,9.754,0.1099,2.717,2.419,2.96,3.02,0.154,X,X-type
20002086,12.56,6.096,0.1116,2.401,2.133,6.49,2.67,0.571,Xc,X-type
20002100,16.23,2.3,0.4365,0.832,0.469,15.75,1.2,0.13,Xc,X-type
20002194,12.83,9.02,0.0411,2.328,2.232,8.52,2.42,0.19,Xc,X-type
20002204,12.17,25.16,0.4055,2.59,1.54,20.63,3.64,0.0232,X,X-type
20002271,11.08,31.229,0.0607,2.759,2.591,3.39,2.93,0.072,T,C-type
20002306,12.44,19.36,0.0621,2.732,2.563,4.23,2.9,0.13,X,X-type
20002349,11.41,18.801,0.1186,2.77,2.441,17.48,3.1,0.206,Xc,X-type
20002390,12.32,22.81,0.146,2.619,2.237,10.33,3.0,0.044,X,X-type
20002468,13.3,6.224,0.1569,2.326,1.961,5.72,2.69,0.346,V,S-type
20002508,13.27,4.896,0.1279,2.368,2.065,6.08,2.67,0.293,V,S-type
20002511,12.79,7.849,0.1049,2.298,2.057,8.05,2.54,0.287,V,S-type
20002547,13.68,19.606916666666667,0.1292,2.385,2.077,6.19,2.69,0.3719657142857143,V,S-type
20002560,12.12,17.976,0.0335,2.75,2.658,5.95,2.84,0.099,Xc,X-type
20002566,12.48,7.816,0.0764,2.45,2.263,5.08,2.64,0.264,V,S-type
20002567,12.01,15.938,0.1402,2.738,2.354,8.92,3.12,0.159,Xc,X-type
20002579,13.61,4.604,0.0743,2.211,2.047,5.78,2.38,0.526,V,S-type
20002582,10.73,28.87,0.063,3.203,3.001,18.12,3.41,0.1337,Xc,X-type
20002640,13.21,19.606916666666667,0.0901,2.397,2.181,6.66,2.61,0.3719657142857143,V,S-type
20002653,12.43,9.882,0.0812,2.443,2.245,4.75,2.64,0.256,V,S-type
20002704,13.01,5.199,0.0974,2.385,2.152,4.52,2.62,0.596,V,S-type
20002736,13.27,3.976,0.0845,2.29,2.097,7.46,2.48,0.848,Xc,X-type
20002763,12.42,7.514,0.2187,2.403,1.878,3.54,2.93,0.412,V,S-type
20002795,13.11,5.882,0.0293,2.296,2.229,6.04,2.36,0.353,V,S-type
20002813,10.96,32.04,0.1548,3.134,2.649,14.77,3.62,0.044,T,C-type
20002851,12.48,8.838,0.1221,2.479,2.177,8.54,2.78,0.358,V,S-type
20002857,12.66,9.313,0.0937,2.401,2.176,5.73,2.63,0.169,T,C-type
20002861,12.94,16.576,0.0734,2.472,2.291,4.04,2.65,0.07,Xc,X-type
20002879,12.06,21.762,0.1446,2.767,2.367,10.72,3.17,0.115,X,X-type
20002906,10.52,58.678,0.1035,3.169,2.841,30.68,3.5,0.051,Xc,X-type
20002912,12.89,6.519,0.0702,2.29,2.129,7.28,2.45,0.456,V,S-type
20002929,11.85,16.176,0.0653,3.125,2.921,14.88,3.33,0.155,T,C-type
20002996,12.28,20.381,0.0304,2.782,2.698,3.66,2.87,0.067,Xc,X-type
20003007,12.8,11.468,0.1341,2.367,2.05,8.34,2.68,0.147,X,X-type
20003155,12.57,19.606916666666667,0.101,2.343,2.106,7.19,2.58,0.3719657142857143,V,S-type
20003214,11.71,18.442,0.0594,3.012,2.833,11.51,3.19,0.136,Xc,X-type
20003224,11.75,24.9,0.1651,2.786,2.326,4.32,3.25,0.045,X,X-type
20003254,11.37,31.104,0.1538,3.966,3.356,4.41,4.58,0.073,T,C-type
20003256,12.58,20.551,0.0975,2.777,2.507,7.83,3.05,0.037,X,X-type
20003262,11.28,22.627,0.0671,3.007,2.805,9.46,3.21,0.151,X,X-type
20003265,13.3,5.909,0.1419,2.411,2.069,6.93,2.75,0.384,V,S-type
20003307,14.04,3.628,0.096,2.259,2.042,6.38,2.48,0.444,V,S-type
20003311,12.42,17.336,0.037,2.79,2.687,0.93,2.89,0.039,T,C-type
20003317,8.43,118.79,0.1283,5.229,4.558,27.85,5.9,0.055,T,C-type
20003367,12.53,9.607,0.0645,2.785,2.605,5.33,2.96,0.101,X,X-type
20003406,12.11,16.058,0.1327,2.795,2.424,8.39,3.17,0.224,X,X-type
20003440,12.71,10.588,0.0587,2.803,2.638,7.53,2.97,0.173,X,X-type
20003443,13.29,8.852,0.3061,2.395,1.662,12.7,3.13,0.132,T,C-type
20003451,8.49,126.288,0.0756,5.19,4.798,24.59,5.58,0.044,X,X-type
20003498,14.24,3.3,0.1018,2.355,2.115,6.24,2.59,0.646,V,S-type
20003536,14.15,3.145,0.0485,2.343,2.229,6.54,2.46,0.197,V,S-type
20003567,13.2,14.531,0.3134,2.784,1.911,6.83,3.66,0.047,Xc,X-type
20003575,12.26,11.735,0.1258,2.747,2.401,7.78,3.09,0.12,X,X-type
20003670,12.39,18.894,0.0191,2.742,2.689,6.44,2.79,0.065,X,X-type
20003686,12.53,17.744,0.1477,2.74,2.336,5.73,3.15,0.059,X,X-type
20003691,14.95,4.3,0.2844,1.774,1.27,20.35,2.28,0.515,Xc,X-type
20003759,12.09,32.15,0.1162,2.719,2.403,13.05,3.04,0.0297,X,X-type
20003762,13.62,3.898,0.0781,2.274,2.096,1.46,2.45,0.507,X,X-type
20003782,12.83,5.924,0.0926,2.416,2.193,5.25,2.64,0.418,V,S-type
20003849,13.21,5.798,0.0489,2.474,2.353,5.77,2.59,0.398,V,S-type
20003850,13.68,19.606916666666667,0.1624,2.234,1.871,5.27,2.6,0.3719657142857143,V,S-type
20003865,12.97,7.972,0.0782,2.4,2.212,6.55,2.59,0.088,Xc,X-type
20003900,13.39,4.959,0.1377,2.371,2.045,6.71,2.7,0.413,V,S-type
20003908,17.45,1.0,0.4592,1.928,1.042,2.19,2.81,0.23,V,S-type
20003958,12.35,6.084,0.2096,2.467,1.95,4.82,2.98,0.61,Xc,X-type
20003976,11.8,29.049,0.07,2.759,2.566,12.71,2.95,0.046,X,X-type
20003985,11.64,19.631,0.0986,2.851,2.57,16.29,3.13,0.106,X,X-type
20004055,14.94,2.49,0.3261,1.82,1.227,23.25,2.41,0.31,V,S-type
20004188,13.0,6.588,0.1507,2.335,1.983,6.12,2.69,0.338,V,S-type
20004215,12.89,6.551,0.0639,2.416,2.262,5.75,2.57,0.412,V,S-type
20004256,13.26,7.559,0.0708,2.351,2.184,3.04,2.52,0.233,Xc,X-type
20004311,13.88,3.953,0.147,2.442,2.083,5.48,2.8,0.41,V,S-type
20004342,12.66,19.18,0.0898,2.765,2.517,6.08,3.01,0.051,Xc,X-type
20004434,13.25,5.116,0.1331,2.44,2.115,5.71,2.77,0.354,V,S-type
20004461,11.47,17.233,0.1299,2.853,2.482,16.02,3.22,0.136,X,X-type
20004547,11.95,33.036,0.0679,2.614,2.436,18.03,2.79,0.039,X,X-type
20004548,14.05,5.22,0.0645,2.285,2.138,8.28,2.43,0.179,Xc,X-type
20004688,19.6,0.6,0.5179,2.232,1.076,6.38,3.39,0.18,V,S-type
20004750,14.12,8.666,0.0896,2.184,1.989,4.9,2.38,0.069,X,X-type
20004786,13.45,3.282,0.1953,2.357,1.897,7.25,2.82,0.514,Xc,X-type
20004796,13.73,19.606916666666667,0.18,2.355,1.931,2.27,2.78,0.3719657142857143,V,S-type
20004838,13.09,10.251,0.1445,2.352,2.012,8.89,2.69,0.143,Xc,X-type
20004839,13.28,8.141,0.071,2.436,2.263,7.57,2.61,0.202,Xc,X-type
20004845,13.33,7.838,0.0685,2.4,2.236,7.58,2.56,0.182,X,X-type
20004900,13.58,4.654,0.1291,2.379,2.072,5.94,2.69,0.514,V,S-type
20004942,13.7,3.453,0.1356,2.201,1.903,3.83,2.5,0.936,X,X-type
20004977,14.13,3.862,0.1125,2.292,2.034,5.88,2.55,0.392,V,S-type
20004993,13.72,19.606916666666667,0.0615,2.369,2.223,6.94,2.51,0.3719657142857143,V,S-type
20005087,13.29,13.132,0.0066,2.746,2.728,4.91,2.76,0.051,X,X-type
20005103,13.35,11.919,0.0161,2.749,2.705,4.89,2.79,0.074,X,X-type
20005240,12.92,7.021,0.101,2.382,2.142,5.62,2.62,0.393,V,S-type
20005294,12.16,12.655,0.13,2.868,2.495,17.78,3.24,0.21,X,X-type
20005379,12.99,6.254,0.0563,2.396,2.261,3.8,2.53,0.284,V,S-type
20005467,13.02,10.351,0.1698,2.808,2.331,8.75,3.28,0.101,X,X-type
20005588,12.77,10.931,0.1403,2.785,2.394,12.36,3.18,0.162,X,X-type
20005604,17.38,0.55,0.4061,0.9286,0.552,4.71,1.31,0.48,V,S-type
20005632,12.06,13.375,0.0852,2.743,2.509,18.19,2.98,0.23,Xc,X-type
20005646,15.51,4.3,0.4357,2.144,1.21,7.91,3.08,0.223,U,C-type
20005751,14.95,2.3,0.4254,2.101,1.207,16.07,3.0,0.36,X,X-type
20006611,16.9,1.408,0.4846,1.696,0.874,8.7,2.52,0.158,V,S-type
20007474,18.11,51.773719008264464,0.2923,1.565,1.108,7.09,2.02,0.1318561983471074,X,X-type
20007888,15.19,2.298,0.6631,2.438,0.821,26.07,4.05,0.257,U,C-type
20007889,15.3,1.68,0.3463,1.262,0.825,36.91,1.7,0.452,V,S-type
20008566,16.48,1.568,0.4302,1.506,0.858,37.97,2.15,0.217,U,C-type
20010302,19.45,51.773719008264464,0.137,1.273,1.098,4.38,1.45,0.1318561983471074,X,X-type
20011785,12.96,15.113,0.0651,2.781,2.6,7.72,2.96,0.075,Xc,X-type
20012281,13.01,15.985,0.0156,2.739,2.697,6.35,2.78,0.04,X,X-type
20015817,18.47,50.778919354838706,0.1182,1.324,1.168,13.87,1.48,0.1637967741935484,Xc,X-type
20017511,17.32,51.773719008264464,0.3587,1.19,0.763,9.58,1.62,0.1318561983471074,X,X-type
20018514,16.13,50.778919354838706,0.4726,2.568,1.354,24.92,3.78,0.1637967741935484,Xc,X-type
20020043,15.76,2.722,0.058,1.969,1.855,18.26,2.08,0.2323333333333333,U,C-type
20048603,17.82,0.844,0.4299,1.918,1.093,5.03,2.74,0.227,X,X-type
20085490,14.81,62.64466666666667,0.6601,3.764,1.279,2.58,6.25,0.0824666666666666,T,C-type
20137052,17.06,19.606916666666667,0.8097,1.248,0.237,14.91,2.26,0.3719657142857143,V,S-type
20137805,16.73,2.243,0.5583,0.8294,0.366,16.75,1.29,0.027,X,X-type
20138911,19.44,62.64466666666667,0.0816,1.35,1.239,1.66,1.46,0.0824666666666666,T,C-type
20141079,17.76,50.778919354838706,0.8283,1.164,0.2,28.55,2.13,0.1637967741935484,Xc,X-type
20152563,19.71,0.272,0.2716,0.9079,0.661,7.25,1.15,0.287,Xc,X-type
20153201,19.3,0.51,0.7808,0.9111,0.2,7.77,1.62,0.129,X,X-type
20162157,19.95,19.606916666666667,0.3515,1.297,0.841,15.27,1.75,0.3719657142857143,V,S-type
20162998,18.17,0.875,0.4743,1.926,1.013,1.68,2.84,0.161,T,C-type
20192563,17.34,19.606916666666667,0.4078,1.452,0.86,24.76,2.04,0.3719657142857143,V,S-type
20194006,20.46,51.773719008264464,0.4243,1.449,0.834,4.26,2.06,0.1318561983471074,X,X-type
20194268,18.34,1.244,0.7875,1.453,0.309,5.44,2.6,0.055,X,X-type
20207970,18.13,51.773719008264464,0.5319,2.629,1.231,3.39,4.03,0.1318561983471074,X,X-type
20228368,18.63,51.773719008264464,0.702,1.479,0.441,14.73,2.52,0.1318561983471074,X,X-type
20350513,18.05,1.77,0.5566,2.675,1.186,12.41,4.16,0.043,X,X-type
20354127,19.3,51.773719008264464,0.3945,1.697,1.027,30.23,2.37,0.1318561983471074,X,X-type
20380188,18.84,1.312,0.5823,2.674,1.117,9.93,4.23,0.037,X,X-type
20405058,14.38,5.6,0.6005,3.574,1.428,8.14,5.72,0.181,X,X-type
20415690,16.5,51.773719008264464,0.5679,3.103,1.341,16.25,4.87,0.1318561983471074,X,X-type
20483423,20.53,19.606916666666667,0.6818,1.43,0.455,3.46,2.41,0.3719657142857143,V,S-type
20506437,18.27,50.778919354838706,0.7177,3.138,0.886,10.26,5.39,0.1637967741935484,Xc,X-type
20516398,20.36,51.773719008264464,0.2529,1.526,1.14,18.99,1.91,0.1318561983471074,X,X-type
20524392,17.81,51.773719008264464,0.7542,2.02,0.497,9.18,3.54,0.1318561983471074,X,X-type
20612050,19.14,19.606916666666667,0.7844,2.27,0.489,6.68,4.05,0.3719657142857143,V,S-type
3009717,20.68,50.778919354838706,0.368,0.9132,0.577,31.7,1.25,0.1637967741935484,Xc,X-type
3022035,20.2,19.606916666666667,0.5707,2.43,1.043,3.81,3.82,0.3719657142857143,V,S-type
3024682,20.28,51.773719008264464,0.6193,3.222,1.226,6.89,5.22,0.1318561983471074,X,X-type
3034813,19.57,51.773719008264464,0.5869,2.6,1.074,17.7,4.13,0.1318561983471074,X,X-type
3076783,21.0,51.773719008264464,0.5763,2.433,1.031,6.86,3.84,0.1318561983471074,X,X-type
3092381,20.3,51.773719008264464,0.5222,2.358,1.127,2.53,3.59,0.1318561983471074,X,X-type
3092397,21.3,51.773719008264464,0.6271,2.742,1.023,30.45,4.46,0.1318561983471074,X,X-type
3092496,20.36,62.64466666666667,0.6665,3.175,1.059,5.37,5.29,0.0824666666666666,T,C-type
3092504,20.23,51.773719008264464,0.4255,2.042,1.173,15.02,2.91,0.1318561983471074,X,X-type
3102706,20.9,62.64466666666667,0.5017,1.912,0.953,4.46,2.87,0.0824666666666666,T,C-type
3102771,24.5,51.773719008264464,0.2475,1.177,0.886,7.61,1.47,0.1318561983471074,X,X-type
3102786,20.1,0.84,0.4446,1.832,1.018,16.22,2.65,0.023,X,X-type
20000064,7.79,58.292,0.1263,2.682,2.343,1.31,3.02,0.483,Xe,X-type
20000071,7.24,83.42,0.1768,2.754,2.267,23.24,3.24,0.3052,Xe,X-type
20000077,8.63,61.39,0.1339,2.669,2.312,2.42,3.03,0.177,Xe,X-type
20000132,8.96,42.87,0.3868,2.612,1.601,24.98,3.62,0.199,Xe,X-type
20000136,9.78,36.893,0.0844,2.287,2.094,9.58,2.48,0.201,Xe,X-type
20000166,9.87,52.393,0.2105,2.687,2.121,12.02,3.25,0.046,Xe,X-type
20000216,7.11,122.0,0.2508,2.794,2.093,13.12,3.49,0.1164,Xe,X-type
20000317,9.78,18.648,0.0861,2.286,2.089,1.77,2.48,0.926,Xe,X-type
20000396,10.09,39.242,0.1594,2.742,2.305,2.55,3.18,0.126,Xe,X-type
20000434,11.24,8.934,0.074,1.944,1.8,22.51,2.09,0.726,Xe,X-type
20000543,9.48,45.613,0.1512,3.061,2.598,8.46,3.52,0.144,Xe,X-type
20000731,9.73,34.597,0.1434,2.984,2.556,10.7,3.41,0.209,Xe,X-type
20000815,10.85,16.869,0.073,2.658,2.464,13.88,2.85,0.644,Xe,X-type
20001014,11.98,17.487,0.2042,2.8,2.228,2.27,3.37,0.083,Xe,X-type
20001025,12.53,4.605,0.0394,1.979,1.901,26.87,2.06,1.0,Xe,X-type
20001046,10.9,29.084,0.06,2.985,2.806,7.91,3.16,0.201,Xe,X-type
20001098,10.55,26.684,0.1163,2.689,2.377,13.39,3.0,0.206,Xe,X-type
20001155,12.02,9.284,0.1661,2.462,2.053,6.6,2.87,0.356,Xe,X-type
20001730,12.13,15.203,0.2234,2.784,2.162,9.49,3.41,0.192,Xe,X-type
20002001,13.06,3.975,0.0989,1.934,1.742,22.67,2.12,0.81,Xe,X-type
20002035,12.43,4.824,0.1317,1.884,1.636,27.76,2.13,0.649,Xe,X-type
20002507,11.79,16.193,0.0844,2.779,2.544,10.31,3.01,0.273,Xe,X-type
20003103,15.3,1.5,0.3542,1.404,0.907,20.93,1.9,0.64,Xe,X-type
20003169,12.86,4.662,0.0667,1.892,1.766,24.91,2.02,0.96,Xe,X-type
20004205,14.53,28.294035714285716,0.1493,1.726,1.469,16.48,1.98,0.3815071428571429,Xe,X-type
20004332,12.9,11.54,0.3142,2.586,1.774,19.17,3.4,0.2306,Xe,X-type
20004353,12.39,11.239,0.109,2.346,2.09,9.0,2.6,0.183,Xe,X-type
20004660,18.75,0.33,0.3587,1.485,0.952,1.45,2.02,0.55,Xe,X-type
20004701,13.27,14.462,0.1381,2.706,2.332,3.67,3.08,0.046,Xe,X-type
20006249,13.08,28.294035714285716,0.1421,1.915,1.643,28.11,2.19,0.3815071428571429,Xe,X-type
20000175,8.65,94.532,0.2319,3.185,2.447,3.22,3.92,0.094,Cg,C-type
20000414,9.66,88.76,0.0743,3.503,3.243,9.56,3.76,0.027,Cg,C-type
20000569,9.99,72.95,0.179,2.659,2.183,1.29,3.13,0.0297,Cg,C-type
20001300,11.65,28.194,0.0073,2.781,2.761,9.55,2.8,0.031,Cg,C-type
20001692,11.43,36.075,0.1365,2.788,2.407,2.43,3.17,0.049,Cg,C-type
20001695,12.58,18.953,0.289,2.784,1.98,16.69,3.59,0.042,Cg,C-type
20003090,13.21,14.345,0.0737,3.174,2.94,9.56,3.41,0.124,Cg,C-type
20003885,13.0,15.049,0.0723,2.754,2.555,5.32,2.95,0.055,Cg,C-type
20004036,13.16,11.036,0.1465,2.802,2.392,4.68,3.21,0.11,Cg,C-type
20000001,3.34,939.4,0.0792,2.767,2.548,10.59,2.99,0.09,C,C-type
20000010,5.64,407.12,0.1104,3.141,2.794,3.83,3.49,0.0717,C,C-type
20000035,8.7,103.055,0.2188,3.01,2.351,7.86,3.67,0.066,C,C-type
20000045,7.78,202.327,0.083,2.72,2.494,6.61,2.95,0.045,C,C-type
20000052,6.66,303.918,0.1117,3.092,2.747,7.48,3.44,0.057,C,C-type
20000054,7.98,160.12,0.1969,2.713,2.179,11.8,3.25,0.059,C,C-type
20000074,8.94,118.71,0.2362,2.78,2.123,4.07,3.44,0.0431,C,C-type
20000090,8.45,115.974,0.1711,3.145,2.607,2.21,3.68,0.058,C,C-type
20000093,7.9,154.155,0.1422,2.755,2.363,8.54,3.15,0.056,C,C-type
20000094,7.73,204.89,0.0957,3.154,2.852,7.97,3.46,0.0395,C,C-type
20000102,9.48,82.595,0.2508,2.662,1.995,5.17,3.33,0.051,C,C-type
20000120,7.83,155.132,0.0488,3.126,2.974,6.93,3.28,0.058,C,C-type
20000128,7.7,162.515,0.1274,2.749,2.399,6.25,3.1,0.067,C,C-type
20000147,8.76,132.93,0.0223,3.138,3.068,1.93,3.21,0.0492,C,C-type
20000154,7.68,192.611,0.0769,3.194,2.949,21.02,3.44,0.044,C,C-type
20000160,9.1,81.24,0.0659,2.727,2.547,3.82,2.91,0.0625,C,C-type
20000171,8.65,130.808,0.1324,3.129,2.714,2.55,3.54,0.076,C,C-type
20000185,7.64,160.464,0.1271,2.739,2.391,23.25,3.09,0.062,C,C-type
20000194,7.87,161.667,0.2371,2.616,1.996,18.51,3.24,0.057,C,C-type
20000206,8.95,113.0,0.04,2.74,2.63,3.78,2.85,0.057,C,C-type
20000240,9.17,87.928,0.2092,2.664,2.107,2.11,3.22,0.031,C,C-type
20000275,9.05,103.0,0.1629,2.771,2.319,4.76,3.22,0.049,C,C-type
20000301,10.54,53.042,0.0658,2.725,2.545,4.9,2.9,0.057,C,C-type
20000331,9.95,74.92,0.0956,3.027,2.738,6.04,3.32,0.0447,C,C-type
20000360,8.52,129.125,0.1738,3.005,2.483,11.74,3.53,0.043,C,C-type
20000365,9.25,86.773,0.1558,2.803,2.366,12.8,3.24,0.05,C,C-type
20000379,9.13,84.787,0.1794,3.143,2.579,1.67,3.71,0.046,C,C-type
20000386,7.76,165.01,0.1693,2.898,2.407,20.22,3.39,0.0692,C,C-type
20000388,8.72,125.754,0.0652,3.004,2.808,6.45,3.2,0.042,C,C-type
20000398,10.76,49.771,0.2244,2.737,2.123,9.56,3.35,0.054,C,C-type
20000412,9.17,96.056,0.041,2.763,2.649,13.78,2.88,0.044,C,C-type
20000423,7.41,175.859,0.0342,3.067,2.962,11.24,3.17,0.067,C,C-type
20000425,9.79,67.925,0.0571,2.886,2.721,4.05,3.05,0.042,C,C-type
20000444,8.07,159.331,0.1737,2.772,2.29,10.27,3.25,0.051,C,C-type
20000464,9.76,77.056,0.2041,2.803,2.231,10.16,3.38,0.045,C,C-type
20000479,9.82,60.088,0.218,2.721,2.128,8.68,3.31,0.071,C,C-type
20000491,9.04,91.176,0.0834,3.191,2.925,18.87,3.46,0.037,C,C-type
20000511,6.41,270.327,0.1894,3.163,2.564,15.94,3.76,0.076,C,C-type
